test_id,clone_code_id,desired_base_code_id,clone_language,clone_task,clone_type,clone_sub_type,similarity_score,base_code_id,base_language,base_task,base_domain,base_subdomain
clr9q_1_4_4,clr9q_1_4,clr9q,python,15 puzzle game,T1,Different Formatting,0.9889586,v5a29,python,Animation,Game Development,Graphics
clr9q_1_4_5,clr9q_1_4,clr9q,python,15 puzzle game,T1,Different Formatting,0.9889027,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_2_1_1,clr9q_2_1,clr9q,python,15 puzzle game,T2,Different Variable Names,0.99919367,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_2_1_2,clr9q_2_1,clr9q,python,15 puzzle game,T2,Different Variable Names,0.9894366,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_2_1_3,clr9q_2_1,clr9q,python,15 puzzle game,T2,Different Variable Names,0.9892526,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_2_1_4,clr9q_2_1,clr9q,python,15 puzzle game,T2,Different Variable Names,0.9890409,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_2_1_5,clr9q_2_1,clr9q,python,15 puzzle game,T2,Different Variable Names,0.9883828,v5a29,python,Animation,Game Development,Graphics
clr9q_2_2_1,clr9q_2_2,clr9q,python,15 puzzle game,T2,Different Data Types,0.99971926,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_2_2_2,clr9q_2_2,clr9q,python,15 puzzle game,T2,Different Data Types,0.9908339,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_2_2_3,clr9q_2_2,clr9q,python,15 puzzle game,T2,Different Data Types,0.9901041,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_2_2_4,clr9q_2_2,clr9q,python,15 puzzle game,T2,Different Data Types,0.9899916,v5a29,python,Animation,Game Development,Graphics
clr9q_2_2_5,clr9q_2_2,clr9q,python,15 puzzle game,T2,Different Data Types,0.98945624,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_2_3_1,clr9q_2_3,clr9q,python,15 puzzle game,T2,Different Function Names,0.99939156,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_2_3_2,clr9q_2_3,clr9q,python,15 puzzle game,T2,Different Function Names,0.9896678,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_2_3_3,clr9q_2_3,clr9q,python,15 puzzle game,T2,Different Function Names,0.98872113,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_2_3_4,clr9q_2_3,clr9q,python,15 puzzle game,T2,Different Function Names,0.98855525,v5a29,python,Animation,Game Development,Graphics
clr9q_2_3_5,clr9q_2_3,clr9q,python,15 puzzle game,T2,Different Function Names,0.9883624,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_3_1_1,clr9q_3_1,clr9q,python,15 puzzle game,T3,Added Statements,0.99970347,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_3_1_2,clr9q_3_1,clr9q,python,15 puzzle game,T3,Added Statements,0.9907417,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_3_1_3,clr9q_3_1,clr9q,python,15 puzzle game,T3,Added Statements,0.9903095,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_3_1_4,clr9q_3_1,clr9q,python,15 puzzle game,T3,Added Statements,0.9900383,v5a29,python,Animation,Game Development,Graphics
clr9q_3_1_5,clr9q_3_1,clr9q,python,15 puzzle game,T3,Added Statements,0.98932695,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_3_2_1,clr9q_3_2,clr9q,python,15 puzzle game,T3,Removed Statements,0.99581945,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_3_2_2,clr9q_3_2,clr9q,python,15 puzzle game,T3,Removed Statements,0.99545956,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_3_2_3,clr9q_3_2,clr9q,python,15 puzzle game,T3,Removed Statements,0.99325633,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
clr9q_3_2_4,clr9q_3_2,clr9q,python,15 puzzle game,T3,Removed Statements,0.99314797,1eypc,python,Anti-primes,Mathematics,Number Theory
clr9q_3_2_5,clr9q_3_2,clr9q,python,15 puzzle game,T3,Removed Statements,0.9919298,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_3_3_1,clr9q_3_3,clr9q,python,15 puzzle game,T3,Reordered Statements,0.9965965,vu129,python,100 prisoners,Game Development,Puzzles
clr9q_3_3_2,clr9q_3_3,clr9q,python,15 puzzle game,T3,Reordered Statements,0.9946109,08hsq,python,Abelian sandpile model,Mathematics,Automata
clr9q_3_3_3,clr9q_3_3,clr9q,python,15 puzzle game,T3,Reordered Statements,0.994378,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
clr9q_3_3_4,clr9q_3_3,clr9q,python,15 puzzle game,T3,Reordered Statements,0.99412453,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
clr9q_3_3_5,clr9q_3_3,clr9q,python,15 puzzle game,T3,Reordered Statements,0.99404705,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
clr9q_3_4_1,clr9q_3_4,clr9q,python,15 puzzle game,T3,Control Flow Modifications,0.9952988,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_3_4_2,clr9q_3_4,clr9q,python,15 puzzle game,T3,Control Flow Modifications,0.99418676,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_3_4_3,clr9q_3_4,clr9q,python,15 puzzle game,T3,Control Flow Modifications,0.99389005,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
clr9q_3_4_4,clr9q_3_4,clr9q,python,15 puzzle game,T3,Control Flow Modifications,0.99336505,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
clr9q_3_4_5,clr9q_3_4,clr9q,python,15 puzzle game,T3,Control Flow Modifications,0.99230343,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
clr9q_4_1_1,clr9q_4_1,clr9q,python,15 puzzle game,T4,Same Language,0.9950018,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
clr9q_4_1_2,clr9q_4_1,clr9q,python,15 puzzle game,T4,Same Language,0.99487287,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_4_1_3,clr9q_4_1,clr9q,python,15 puzzle game,T4,Same Language,0.993813,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_4_1_4,clr9q_4_1,clr9q,python,15 puzzle game,T4,Same Language,0.99371725,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_4_1_5,clr9q_4_1,clr9q,python,15 puzzle game,T4,Same Language,0.99356174,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
clr9q_4_2_1,clr9q_4_2,clr9q,go,15 puzzle game,T4,Different Language,0.9783024,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
clr9q_4_2_2,clr9q_4_2,clr9q,go,15 puzzle game,T4,Different Language,0.9701353,s0lq9,python,21 game,Game Development,Card Games
clr9q_4_2_3,clr9q_4_2,clr9q,go,15 puzzle game,T4,Different Language,0.9633993,u5evd,python,24 game,Game Development,Puzzles
clr9q_4_2_4,clr9q_4_2,clr9q,go,15 puzzle game,T4,Different Language,0.96140146,inmof,python,2048,Game Development,Puzzles
clr9q_4_2_5,clr9q_4_2,clr9q,go,15 puzzle game,T4,Different Language,0.96129096,r70gq,python,24 game/Solve,Game Development,Puzzles
clr9q_4_2_1,clr9q_4_2,clr9q,java,15 puzzle game,T4,Different Language,0.9805184,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_4_2_2,clr9q_4_2,clr9q,java,15 puzzle game,T4,Different Language,0.97993606,v5a29,python,Animation,Game Development,Graphics
clr9q_4_2_3,clr9q_4_2,clr9q,java,15 puzzle game,T4,Different Language,0.97983897,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
clr9q_4_2_4,clr9q_4_2,clr9q,java,15 puzzle game,T4,Different Language,0.97947675,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_4_2_5,clr9q_4_2,clr9q,java,15 puzzle game,T4,Different Language,0.9782244,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
clr9q_4_2_1,clr9q_4_2,clr9q,javascript,15 puzzle game,T4,Different Language,0.98748034,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_4_2_2,clr9q_4_2,clr9q,javascript,15 puzzle game,T4,Different Language,0.9850244,l26cv,python,Active object,Programming Concepts,Concurrency
clr9q_4_2_3,clr9q_4_2,clr9q,javascript,15 puzzle game,T4,Different Language,0.98407906,08hsq,python,Abelian sandpile model,Mathematics,Automata
clr9q_4_2_4,clr9q_4_2,clr9q,javascript,15 puzzle game,T4,Different Language,0.98351866,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
clr9q_4_2_5,clr9q_4_2,clr9q,javascript,15 puzzle game,T4,Different Language,0.98314446,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_4_2_1,clr9q_4_2,clr9q,php,15 puzzle game,T4,Different Language,0.9819973,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
clr9q_4_2_2,clr9q_4_2,clr9q,php,15 puzzle game,T4,Different Language,0.9804567,clr9q,python,15 puzzle game,Game Development,Puzzles
clr9q_4_2_3,clr9q_4_2,clr9q,php,15 puzzle game,T4,Different Language,0.9796445,inmof,python,2048,Game Development,Puzzles
clr9q_4_2_4,clr9q_4_2,clr9q,php,15 puzzle game,T4,Different Language,0.97927666,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_4_2_5,clr9q_4_2,clr9q,php,15 puzzle game,T4,Different Language,0.97824705,v5a29,python,Animation,Game Development,Graphics
clr9q_4_2_1,clr9q_4_2,clr9q,ruby,15 puzzle game,T4,Different Language,0.9890998,u5evd,python,24 game,Game Development,Puzzles
clr9q_4_2_2,clr9q_4_2,clr9q,ruby,15 puzzle game,T4,Different Language,0.98675466,r70gq,python,24 game/Solve,Game Development,Puzzles
clr9q_4_2_3,clr9q_4_2,clr9q,ruby,15 puzzle game,T4,Different Language,0.9851607,id9of,python,Animate a pendulum,Game Development,Physics Simulations
clr9q_4_2_4,clr9q_4_2,clr9q,ruby,15 puzzle game,T4,Different Language,0.9846034,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
clr9q_4_2_5,clr9q_4_2,clr9q,ruby,15 puzzle game,T4,Different Language,0.9844469,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_1_1_1,inmof_1_1,inmof,python,2048,T1,Identical Clone,1.0,inmof,python,2048,Game Development,Puzzles
inmof_1_1_2,inmof_1_1,inmof,python,2048,T1,Identical Clone,0.9919717,s0lq9,python,21 game,Game Development,Card Games
inmof_1_1_3,inmof_1_1,inmof,python,2048,T1,Identical Clone,0.9859813,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_1_1_4,inmof_1_1,inmof,python,2048,T1,Identical Clone,0.98475105,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_1_1_5,inmof_1_1,inmof,python,2048,T1,Identical Clone,0.98063767,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
inmof_1_2_1,inmof_1_2,inmof,python,2048,T1,Different Whitespaces,0.99973714,inmof,python,2048,Game Development,Puzzles
inmof_1_2_2,inmof_1_2,inmof,python,2048,T1,Different Whitespaces,0.99118125,s0lq9,python,21 game,Game Development,Card Games
inmof_1_2_3,inmof_1_2,inmof,python,2048,T1,Different Whitespaces,0.9846306,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_1_2_4,inmof_1_2,inmof,python,2048,T1,Different Whitespaces,0.98313785,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_1_2_5,inmof_1_2,inmof,python,2048,T1,Different Whitespaces,0.98072094,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
inmof_1_3_1,inmof_1_3,inmof,python,2048,T1,Different Comments,1.0,inmof,python,2048,Game Development,Puzzles
inmof_1_3_2,inmof_1_3,inmof,python,2048,T1,Different Comments,0.9919717,s0lq9,python,21 game,Game Development,Card Games
inmof_1_3_3,inmof_1_3,inmof,python,2048,T1,Different Comments,0.9859813,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_1_3_4,inmof_1_3,inmof,python,2048,T1,Different Comments,0.98475105,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_1_3_5,inmof_1_3,inmof,python,2048,T1,Different Comments,0.98063767,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
inmof_1_4_1,inmof_1_4,inmof,python,2048,T1,Different Formatting,0.9941853,l26cv,python,Active object,Programming Concepts,Concurrency
inmof_1_4_2,inmof_1_4,inmof,python,2048,T1,Different Formatting,0.99337256,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_1_4_3,inmof_1_4,inmof,python,2048,T1,Different Formatting,0.9932424,v5a29,python,Animation,Game Development,Graphics
inmof_1_4_4,inmof_1_4,inmof,python,2048,T1,Different Formatting,0.9931272,id9of,python,Animate a pendulum,Game Development,Physics Simulations
inmof_1_4_5,inmof_1_4,inmof,python,2048,T1,Different Formatting,0.992921,clr9q,python,15 puzzle game,Game Development,Puzzles
inmof_2_1_1,inmof_2_1,inmof,python,2048,T2,Different Variable Names,0.9998095,inmof,python,2048,Game Development,Puzzles
inmof_2_1_2,inmof_2_1,inmof,python,2048,T2,Different Variable Names,0.99170214,s0lq9,python,21 game,Game Development,Card Games
inmof_2_1_3,inmof_2_1,inmof,python,2048,T2,Different Variable Names,0.98585296,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_2_1_4,inmof_2_1,inmof,python,2048,T2,Different Variable Names,0.9841888,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_2_1_5,inmof_2_1,inmof,python,2048,T2,Different Variable Names,0.9806689,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
inmof_2_2_1,inmof_2_2,inmof,python,2048,T2,Different Data Types,0.9998995,inmof,python,2048,Game Development,Puzzles
inmof_2_2_2,inmof_2_2,inmof,python,2048,T2,Different Data Types,0.992373,s0lq9,python,21 game,Game Development,Card Games
inmof_2_2_3,inmof_2_2,inmof,python,2048,T2,Different Data Types,0.985698,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_2_2_4,inmof_2_2,inmof,python,2048,T2,Different Data Types,0.9846894,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_2_2_5,inmof_2_2,inmof,python,2048,T2,Different Data Types,0.98063594,u5evd,python,24 game,Game Development,Puzzles
inmof_2_3_1,inmof_2_3,inmof,python,2048,T2,Different Function Names,0.9999564,inmof,python,2048,Game Development,Puzzles
inmof_2_3_2,inmof_2_3,inmof,python,2048,T2,Different Function Names,0.99207544,s0lq9,python,21 game,Game Development,Card Games
inmof_2_3_3,inmof_2_3,inmof,python,2048,T2,Different Function Names,0.9858146,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_2_3_4,inmof_2_3,inmof,python,2048,T2,Different Function Names,0.98455226,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_2_3_5,inmof_2_3,inmof,python,2048,T2,Different Function Names,0.9807198,u5evd,python,24 game,Game Development,Puzzles
inmof_3_1_1,inmof_3_1,inmof,python,2048,T3,Added Statements,0.99951524,inmof,python,2048,Game Development,Puzzles
inmof_3_1_2,inmof_3_1,inmof,python,2048,T3,Added Statements,0.9906516,s0lq9,python,21 game,Game Development,Card Games
inmof_3_1_3,inmof_3_1,inmof,python,2048,T3,Added Statements,0.98627865,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_3_1_4,inmof_3_1,inmof,python,2048,T3,Added Statements,0.98574376,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_3_1_5,inmof_3_1,inmof,python,2048,T3,Added Statements,0.981606,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
inmof_3_2_1,inmof_3_2,inmof,python,2048,T3,Removed Statements,0.9991116,inmof,python,2048,Game Development,Puzzles
inmof_3_2_2,inmof_3_2,inmof,python,2048,T3,Removed Statements,0.9903989,s0lq9,python,21 game,Game Development,Card Games
inmof_3_2_3,inmof_3_2,inmof,python,2048,T3,Removed Statements,0.9869046,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_3_2_4,inmof_3_2,inmof,python,2048,T3,Removed Statements,0.98650026,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_3_2_5,inmof_3_2,inmof,python,2048,T3,Removed Statements,0.9833722,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
inmof_3_3_1,inmof_3_3,inmof,python,2048,T3,Reordered Statements,0.99992514,inmof,python,2048,Game Development,Puzzles
inmof_3_3_2,inmof_3_3,inmof,python,2048,T3,Reordered Statements,0.9919145,s0lq9,python,21 game,Game Development,Card Games
inmof_3_3_3,inmof_3_3,inmof,python,2048,T3,Reordered Statements,0.9860854,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_3_3_4,inmof_3_3,inmof,python,2048,T3,Reordered Statements,0.9848652,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_3_3_5,inmof_3_3,inmof,python,2048,T3,Reordered Statements,0.9806254,hb8jw,python,"Angles (geometric), normalization and conversion",Mathematics,Geometry
inmof_3_4_1,inmof_3_4,inmof,python,2048,T3,Control Flow Modifications,0.9997749,inmof,python,2048,Game Development,Puzzles
inmof_3_4_2,inmof_3_4,inmof,python,2048,T3,Control Flow Modifications,0.9909328,s0lq9,python,21 game,Game Development,Card Games
inmof_3_4_3,inmof_3_4,inmof,python,2048,T3,Control Flow Modifications,0.98624724,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
inmof_3_4_4,inmof_3_4,inmof,python,2048,T3,Control Flow Modifications,0.9852978,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_3_4_5,inmof_3_4,inmof,python,2048,T3,Control Flow Modifications,0.9806451,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
inmof_4_1_1,inmof_4_1,inmof,python,2048,T4,Same Language,0.99414945,id9of,python,Animate a pendulum,Game Development,Physics Simulations
inmof_4_1_2,inmof_4_1,inmof,python,2048,T4,Same Language,0.9940931,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
inmof_4_1_3,inmof_4_1,inmof,python,2048,T4,Same Language,0.99353516,l26cv,python,Active object,Programming Concepts,Concurrency
inmof_4_1_4,inmof_4_1,inmof,python,2048,T4,Same Language,0.9933803,v5a29,python,Animation,Game Development,Graphics
inmof_4_1_5,inmof_4_1,inmof,python,2048,T4,Same Language,0.9924165,clr9q,python,15 puzzle game,Game Development,Puzzles
inmof_4_2_1,inmof_4_2,inmof,go,2048,T4,Different Language,0.97593087,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
inmof_4_2_2,inmof_4_2,inmof,go,2048,T4,Different Language,0.9730376,s0lq9,python,21 game,Game Development,Card Games
inmof_4_2_3,inmof_4_2,inmof,go,2048,T4,Different Language,0.96517235,inmof,python,2048,Game Development,Puzzles
inmof_4_2_4,inmof_4_2,inmof,go,2048,T4,Different Language,0.9635538,u5evd,python,24 game,Game Development,Puzzles
inmof_4_2_5,inmof_4_2,inmof,go,2048,T4,Different Language,0.96134704,r70gq,python,24 game/Solve,Game Development,Puzzles
inmof_4_2_1,inmof_4_2,inmof,java,2048,T4,Different Language,0.98314023,clr9q,python,15 puzzle game,Game Development,Puzzles
inmof_4_2_2,inmof_4_2,inmof,java,2048,T4,Different Language,0.98287165,id9of,python,Animate a pendulum,Game Development,Physics Simulations
inmof_4_2_3,inmof_4_2,inmof,java,2048,T4,Different Language,0.98238015,v5a29,python,Animation,Game Development,Graphics
inmof_4_2_4,inmof_4_2,inmof,java,2048,T4,Different Language,0.9803995,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
